Time(ms),USB(mA),USB Voltage(V),
np.float64(0.5995829105377197),np.float64(234.24830551280996),np.float64(4.9175),
np.float64(0.5998198986053467),np.float64(234.4600625717049),np.float64(4.9165),
np.float64(0.5999836921691895),np.float64(234.6585848144189),np.float64(4.917125),
np.float64(0.60017991065979),np.float64(233.8247913950201),np.float64(4.91725),
np.float64(0.6003758907318115),np.float64(233.0968765050688),np.float64(4.91725),
np.float64(0.6005799770355225),np.float64(233.61303433612517),np.float64(4.917),
np.float64(0.6008157730102539),np.float64(233.93066992446757),np.float64(4.917),
np.float64(0.6009867191314697),np.float64(234.3012447775337),np.float64(4.917125),
np.float64(0.6011679172515869),np.float64(233.32186838014465),np.float64(4.918),
np.float64(0.6013848781585693),np.float64(233.30863356396372),np.float64(4.917),
np.float64(0.6015698909759521),np.float64(233.49392099049678),np.float64(4.917625),
np.float64(0.601813793182373),np.float64(233.44098172577304),np.float64(4.917),
np.float64(0.6019749641418457),np.float64(237.0540865431678),np.float64(4.9135),
np.float64(0.6021707057952881),np.float64(237.99375849201408),np.float64(4.91425),
np.float64(0.6023709774017334),np.float64(236.86879911663476),np.float64(4.91625),
np.float64(0.6025629043579102),np.float64(234.98945521894223),np.float64(4.916625),
np.float64(0.6028199195861816),np.float64(234.36741885843836),np.float64(4.917),
np.float64(0.6029579639434814),np.float64(233.9439047406485),np.float64(4.9185),
np.float64(0.6031777858734131),np.float64(230.93960146757667),np.float64(4.919875),
np.float64(0.6033787727355957),np.float64(230.30433029089187),np.float64(4.918),
np.float64(0.6035687923431396),np.float64(231.9851519458704),np.float64(4.91675),
np.float64(0.6038236618041992),np.float64(233.30863356396372),np.float64(4.918125),
np.float64(0.603975772857666),np.float64(232.48807496074585),np.float64(4.91775),
np.float64(0.6041719913482666),np.float64(233.28216393160184),np.float64(4.917),
np.float64(0.6043617725372314),np.float64(234.0233136377341),np.float64(4.9165),
np.float64(0.604564905166626),np.float64(234.19536624808623),np.float64(4.9175),
np.float64(0.6048178672790527),np.float64(234.15566179954342),np.float64(4.91575),
np.float64(0.6049940586090088),np.float64(234.39388849080024),np.float64(4.91725),
np.float64(0.6051719188690186),np.float64(233.69244323321078),np.float64(4.9165),
np.float64(0.605374813079834),np.float64(234.63211518205702),np.float64(4.916125),
np.float64(0.6055698394775391),np.float64(233.7056780493917),np.float64(4.9165),
np.float64(0.6058318614959717),np.float64(234.2218358804481),np.float64(4.9165),
np.float64(0.60599684715271),np.float64(234.9365159542185),np.float64(4.91525),
np.float64(0.6061947345733643),np.float64(235.30709080728462),np.float64(4.91575),
np.float64(0.6064050197601318),np.float64(235.32032562346555),np.float64(4.916375),
np.float64(0.6065938472747803),np.float64(235.1350381969325),np.float64(4.9165),
np.float64(0.6068410873413086),np.float64(234.67181963059983),np.float64(4.9165),
np.float64(0.6069979667663574),np.float64(234.27477514517184),np.float64(4.916),
np.float64(0.60719895362854),np.float64(234.3409492260765),np.float64(4.91725),
np.float64(0.6073877811431885),np.float64(233.79832176265825),np.float64(4.916625),
np.float64(0.6075880527496338),np.float64(234.3409492260765),np.float64(4.91625),
np.float64(0.6078341007232666),np.float64(234.84387224095195),np.float64(4.91675),
np.float64(0.6080009937286377),np.float64(233.87773065974383),np.float64(4.916375),
np.float64(0.6081829071044922),np.float64(234.20860106426716),np.float64(4.91725),
np.float64(0.6083779335021973),np.float64(233.32186838014465),np.float64(4.91675),
np.float64(0.6085739135742188),np.float64(233.7850869464773),np.float64(4.9175),
np.float64(0.608814001083374),np.float64(232.8718846299929),np.float64(4.91675),
np.float64(0.6089918613433838),np.float64(233.1895202183353),np.float64(4.917125),
np.float64(0.6091907024383545),np.float64(233.26892911542092),np.float64(4.917625),
np.float64(0.6093816757202148),np.float64(232.8983542623548),np.float64(4.9175),
np.float64(0.6095778942108154),np.float64(233.24245948305904),np.float64(4.91725),
np.float64(0.6098179817199707),np.float64(233.83802621120103),np.float64(4.9165),
np.float64(0.6099779605865479),np.float64(233.97037437301037),np.float64(4.916),
np.float64(0.6101739406585693),np.float64(234.75122852768544),np.float64(4.91575),
np.float64(0.6103839874267578),np.float64(234.36741885843836),np.float64(4.9165),
np.float64(0.6105759143829346),np.float64(233.13658095361157),np.float64(4.917625),
np.float64(0.6108179092407227),np.float64(233.26892911542092),np.float64(4.91625),
np.float64(0.6109848022460938),np.float64(234.1424269833625),np.float64(4.9165),
np.float64(0.6111769676208496),np.float64(233.95713955682945),np.float64(4.916625),
np.float64(0.6113758087158203),np.float64(233.87773065974383),np.float64(4.915875),
np.float64(0.6115880012512207),np.float64(234.83063742477103),np.float64(4.91725),
np.float64(0.6119108200073242),np.float64(233.20275503451626),np.float64(4.91725),
np.float64(0.6120297908782959),np.float64(233.0704068727069),np.float64(4.9175),
np.float64(0.6122028827667236),np.float64(233.3483380125065),np.float64(4.917),
np.float64(0.6124029159545898),np.float64(233.61303433612517),np.float64(4.91775),
np.float64(0.6125979423522949),np.float64(233.12334613743064),np.float64(4.918),
np.float64(0.612839937210083),np.float64(233.14981576979253),np.float64(4.9175),
np.float64(0.6129961013793945),np.float64(234.03654845391503),np.float64(4.9175),
np.float64(0.6131918430328369),np.float64(233.42774690959212),np.float64(4.917125),
np.float64(0.6133968830108643),np.float64(234.3409492260765),np.float64(4.916625),
np.float64(0.613609790802002),np.float64(234.52623665260955),np.float64(4.916625),
np.float64(0.6138348579406738),np.float64(234.4203581231621),np.float64(4.917),
np.float64(0.6140007972717285),np.float64(233.97037437301037),np.float64(4.916875),
np.float64(0.61419677734375),np.float64(234.79093297622822),np.float64(4.9165),
np.float64(0.6143736839294434),np.float64(236.0879449619597),np.float64(4.916875),
np.float64(0.6146039962768555),np.float64(234.51300183642863),np.float64(4.916625),
np.float64(0.6148419380187988),np.float64(234.44682775552397),np.float64(4.91625),
np.float64(0.615001916885376),np.float64(234.60564554969517),np.float64(4.916625),
np.float64(0.6151919364929199),np.float64(234.2615403289909),np.float64(4.91625),
np.float64(0.6154108047485352),np.float64(236.0879449619597),np.float64(4.9135),
np.float64(0.6156101226806641),np.float64(237.31878286678648),np.float64(4.915625),
np.float64(0.6158359050750732),np.float64(236.8820339328157),np.float64(4.91675),
np.float64(0.6160049438476562),np.float64(235.6114915794461),np.float64(4.915),
np.float64(0.6161971092224121),np.float64(235.50561304999863),np.float64(4.9182500000000005),
np.float64(0.6163809299468994),np.float64(230.89989701903386),np.float64(4.919625),
np.float64(0.6165988445281982),np.float64(231.23076742355718),np.float64(4.919125),
np.float64(0.6168107986450195),np.float64(231.7469252546136),np.float64(4.9185),
np.float64(0.6169750690460205),np.float64(232.17043937240345),np.float64(4.918),
np.float64(0.6171927452087402),np.float64(231.90574304878479),np.float64(4.918125),
np.float64(0.61739182472229),np.float64(232.13073492386064),np.float64(4.9182500000000005),
np.float64(0.6175837516784668),np.float64(233.26892911542092),np.float64(4.917625),
np.float64(0.6178128719329834),np.float64(233.14981576979253),np.float64(4.917875),
np.float64(0.6179978847503662),np.float64(234.1424269833625),np.float64(4.91625),
np.float64(0.6181738376617432),np.float64(236.33940646939743),np.float64(4.914375),
np.float64(0.6183700561523438),np.float64(236.6041027930161),np.float64(4.915625),
np.float64(0.6185867786407471),np.float64(235.0953337483897),np.float64(4.916625),
np.float64(0.6188068389892578),np.float64(234.52623665260955),np.float64(4.917125),
np.float64(0.6189837455749512),np.float64(233.1895202183353),np.float64(4.9195),
np.float64(0.619175910949707),np.float64(230.58226143069146),np.float64(4.9186250000000005),
np.float64(0.6193768978118896),np.float64(230.92636665139574),np.float64(4.919875),
np.float64(0.6195781230926514),np.float64(231.0322451808432),np.float64(4.91875),
np.float64(0.6198129653930664),np.float64(233.26892911542092),np.float64(4.917),
np.float64(0.6199779510498047),np.float64(233.30863356396372),np.float64(4.918),
np.float64(0.6201677322387695),np.float64(232.52777940928866),np.float64(4.918),
np.float64(0.6203880310058594),np.float64(233.1895202183353),np.float64(4.91775),
np.float64(0.6205868721008301),np.float64(232.51454459310773),np.float64(4.91775),
np.float64(0.6208128929138184),np.float64(232.68659720345985),np.float64(4.91775),
np.float64(0.6209859848022461),np.float64(233.40127727723024),np.float64(4.917625),
np.float64(0.6211869716644287),np.float64(233.24245948305904),np.float64(4.91725),
np.float64(0.6213738918304443),np.float64(233.37480764486838),np.float64(4.917625),
np.float64(0.6215920448303223),np.float64(233.33510319632558),np.float64(4.918),
np.float64(0.6218180656433105),np.float64(233.52039062285866),np.float64(4.917625),
np.float64(0.621978759765625),np.float64(233.85126102738198),np.float64(4.917625),
np.float64(0.622189998626709),np.float64(234.47329738788582),np.float64(4.9165),
np.float64(0.6224188804626465),np.float64(234.15566179954342),np.float64(4.918125),
np.float64(0.622614860534668),np.float64(233.52039062285866),np.float64(4.91625),
np.float64(0.622852087020874),np.float64(235.53208268236048),np.float64(4.915875),
np.float64(0.6230089664459229),np.float64(234.91004632185664),np.float64(4.9165),
np.float64(0.6232187747955322),np.float64(234.5394714687905),np.float64(4.917),
np.float64(0.6234009265899658),np.float64(234.1027225348197),np.float64(4.918),
np.float64(0.6236059665679932),np.float64(233.7850869464773),np.float64(4.9175),
np.float64(0.623837947845459),np.float64(234.3409492260765),np.float64(4.9165),
np.float64(0.6240208148956299),np.float64(234.55270628497144),np.float64(4.915875),
np.float64(0.6242098808288574),np.float64(235.21444709401808),np.float64(4.916875),
np.float64(0.624398946762085),np.float64(233.85126102738198),np.float64(4.91725),
np.float64(0.6246640682220459),np.float64(234.2615403289909),np.float64(4.9165),
np.float64(0.6248188018798828),np.float64(234.79093297622822),np.float64(4.9165),
np.float64(0.6250038146972656),np.float64(234.03654845391503),np.float64(4.9165),
np.float64(0.6251828670501709),np.float64(233.46745135813492),np.float64(4.918375),
np.float64(0.6254000663757324),np.float64(233.25569429924),np.float64(4.91725),
np.float64(0.6256008148193359),np.float64(233.93066992446757),np.float64(4.9175),
np.float64(0.6258258819580078),np.float64(234.15566179954342),np.float64(4.91625),
np.float64(0.6259980201721191),np.float64(234.55270628497144),np.float64(4.9165),
np.float64(0.6262028217315674),np.float64(233.9439047406485),np.float64(4.91725),
np.float64(0.6263878345489502),np.float64(233.30863356396372),np.float64(4.91625),
np.float64(0.6265859603881836),np.float64(235.2541515425609),np.float64(4.915),
np.float64(0.6268148422241211),np.float64(235.38649970437024),np.float64(4.9155),
np.float64(0.6270020008087158),np.float64(235.12180338075157),np.float64(4.916),
np.float64(0.6272008419036865),np.float64(234.6188803658761),np.float64(4.916125),
np.float64(0.627410888671875),np.float64(234.15566179954342),np.float64(4.91625),
np.float64(0.6275918483734131),np.float64(234.03654845391503),np.float64(4.916),
np.float64(0.6278109550476074),np.float64(234.12919216718157),np.float64(4.91625),
np.float64(0.6279947757720947),np.float64(234.01007882155318),np.float64(4.91625),
np.float64(0.6281898021697998),np.float64(233.91743510828664),np.float64(4.916375),
np.float64(0.6284198760986328),np.float64(233.62626915230612),np.float64(4.9165),
np.float64(0.6286168098449707),np.float64(234.19536624808623),np.float64(4.9165),
np.float64(0.628835916519165),np.float64(234.28800996135277),np.float64(4.91675),
np.float64(0.6290128231048584),np.float64(233.5468602552205),np.float64(4.917),
np.float64(0.6292119026184082),np.float64(232.50130977692677),np.float64(4.918),
np.float64(0.629410982131958),np.float64(231.73369043843266),np.float64(4.917125),
np.float64(0.6295928955078125),np.float64(233.21598985069718),np.float64(4.917375),
np.float64(0.6298339366912842),np.float64(233.4145120934112),np.float64(4.915875),
np.float64(0.6300168037414551),np.float64(234.08948771863876),np.float64(4.917),
np.float64(0.6302199363708496),np.float64(233.73214768175356),np.float64(4.91675),
np.float64(0.6304209232330322),np.float64(233.9836091891913),np.float64(4.91625),
np.float64(0.630612850189209),np.float64(235.12180338075157),np.float64(4.914625),
np.float64(0.6308348178863525),np.float64(236.82909466809195),np.float64(4.9165),
np.float64(0.6310169696807861),np.float64(235.9291271677885),np.float64(4.9135),
np.float64(0.6312129497528076),np.float64(236.6041027930161),np.float64(4.9155),
np.float64(0.631417989730835),np.float64(235.4526737852749),np.float64(4.915375),
np.float64(0.6316118240356445),np.float64(234.56594110115236),np.float64(4.917),
np.float64(0.6318347454071045),np.float64(232.64689275491705),np.float64(4.917125),
np.float64(0.6320099830627441),np.float64(232.48807496074585),np.float64(4.917625),
np.float64(0.6322197914123535),np.float64(232.8718846299929),np.float64(4.917),
np.float64(0.6324079036712646),np.float64(234.0233136377341),np.float64(4.915875),
np.float64(0.632612943649292),np.float64(234.4600625717049),np.float64(4.915375),
np.float64(0.6328318119049072),np.float64(235.51884786617956),np.float64(4.915875),
np.float64(0.6329948902130127),np.float64(233.73214768175356),np.float64(4.916125),
np.float64(0.6331896781921387),np.float64(234.20860106426716),np.float64(4.916375),
np.float64(0.6333937644958496),np.float64(233.95713955682945),np.float64(4.915875),
np.float64(0.633591890335083),np.float64(234.43359293934304),np.float64(4.916875),
np.float64(0.6338229179382324),np.float64(233.24245948305904),np.float64(4.917125),
np.float64(0.6340217590332031),np.float64(233.71891286557263),np.float64(4.917),
np.float64(0.6342167854309082),np.float64(234.16889661572438),np.float64(4.91725),
np.float64(0.6344029903411865),np.float64(233.87773065974383),np.float64(4.9165),
np.float64(0.6346197128295898),np.float64(234.20860106426716),np.float64(4.91625),
